Date,Open,High,Low,Close,Adj Close,Volume
2011-02-10,88.699997,88.849998,85.150002,88.150002,75.890022,621945
2011-02-11,88.349998,92.199997,87.500000,91.449997,78.731064,229018
2011-02-14,93.000000,96.000000,92.250000,94.400002,81.270752,228717
2011-02-15,94.099998,96.400002,93.300003,95.500000,82.217766,137742
2011-02-16,95.500000,95.949997,92.500000,94.550003,81.399895,121352
2011-02-17,94.500000,101.599998,94.349998,100.900002,86.866737,410643
2011-02-18,101.599998,102.099998,94.050003,94.650002,81.485985,205470
2011-02-21,94.750000,97.000000,94.250000,96.300003,82.906509,156009
2011-02-22,95.500000,99.349998,94.500000,96.449997,83.035637,100414
2011-02-23,96.949997,97.300003,94.849998,95.250000,82.002541,57735
2011-02-24,95.099998,95.400002,87.650002,88.199997,75.933060,202367
2011-02-25,89.000000,90.300003,87.300003,88.650002,76.320480,139091
2011-02-28,89.449997,90.400002,88.050003,89.150002,76.750931,136288
2011-03-01,90.000000,91.900002,89.900002,91.000000,78.343628,148664
2011-03-03,92.000000,92.000000,90.000000,90.500000,77.913185,175600
2011-03-04,91.300003,92.000000,90.199997,90.800003,78.171455,75177
2011-03-07,91.000000,91.000000,87.800003,88.849998,76.492676,83609
2011-03-08,89.000000,94.800003,89.000000,93.449997,80.452896,435440
2011-03-09,94.800003,98.150002,94.150002,96.000000,82.648232,888864
2011-03-10,99.099998,99.099998,95.000000,96.500000,83.078705,239175
2011-03-11,95.650002,105.650002,95.050003,101.300003,87.211105,2205019
2011-03-14,101.250000,104.300003,101.250000,102.050003,87.856796,1043570
2011-03-15,98.949997,102.599998,95.500000,98.550003,84.843575,918658
2011-03-16,99.000000,101.500000,98.500000,98.949997,85.187950,968439
2011-03-17,98.199997,100.199997,96.650002,97.400002,83.853516,354084
2011-03-18,98.449997,100.449997,96.000000,97.400002,83.853516,682260
2011-03-21,97.800003,100.000000,97.500000,98.250000,84.585297,356994
2011-03-22,98.800003,99.650002,97.500000,97.849998,84.240921,220574
2011-03-23,97.650002,99.000000,97.500000,97.849998,84.240921,181710
2011-03-24,98.449997,99.750000,98.000000,99.050003,85.274040,198305
2011-03-25,99.949997,100.000000,97.650002,98.050003,84.413109,177126
2011-03-28,98.699997,99.300003,98.000000,98.400002,84.714432,702416
2011-03-29,98.699997,98.900002,95.550003,96.050003,82.691277,314527
2011-03-30,97.000000,98.000000,96.500000,97.000000,83.509155,205727
2011-03-31,97.900002,98.500000,96.099998,97.750000,84.154839,161799
2011-04-01,98.000000,101.449997,97.800003,100.650002,86.651505,416037
2011-04-04,101.500000,102.800003,101.099998,101.849998,87.684608,208166
2011-04-05,104.000000,106.199997,103.250000,105.300003,90.654785,758674
2011-04-06,104.599998,107.400002,104.000000,106.150002,91.386551,582488
2011-04-07,107.150002,109.550003,106.699997,108.349998,93.280586,458683
2011-04-08,109.050003,110.250000,103.699997,104.550003,90.009094,292537
2011-04-11,104.000000,104.000000,100.800003,102.699997,88.416382,266758
2011-04-13,102.000000,103.949997,100.949997,103.349998,88.975983,111313
2011-04-15,103.949997,104.800003,102.250000,103.099998,88.760757,147550
2011-04-18,103.000000,105.250000,100.000000,100.300003,86.350182,375305
2011-04-19,100.699997,102.500000,100.050003,101.599998,87.469383,112180
2011-04-20,109.000000,110.000000,101.250000,102.050003,87.856796,227350
2011-04-21,102.949997,103.599998,102.050003,103.000000,88.674667,161655
2011-04-25,103.000000,103.800003,101.849998,102.199997,87.985916,96955
2011-04-26,102.250000,104.650002,100.599998,104.250000,89.750809,255869
2011-04-27,105.000000,105.699997,103.150002,104.199997,89.707771,352589
2011-04-28,104.500000,104.500000,102.300003,102.750000,88.459435,94090
2011-04-29,101.000000,103.650002,99.900002,100.800003,86.780640,90347
2011-05-02,101.500000,101.599998,99.699997,99.949997,86.048859,52185
2011-05-03,100.000000,100.650002,98.599998,99.199997,85.403168,82068
2011-05-04,99.400002,99.449997,96.849998,97.949997,84.327034,97255
2011-05-05,97.800003,98.750000,95.650002,96.550003,83.121742,192346
2011-05-06,97.800003,98.400002,96.199997,97.599998,84.025696,86043
2011-05-09,98.949997,98.949997,97.199997,97.449997,83.896553,55597
2011-05-10,98.150002,101.400002,97.250000,99.650002,85.790581,195259
2011-05-11,100.199997,101.250000,100.050003,100.500000,86.522377,99794
2011-05-12,100.699997,103.150002,97.000000,97.849998,84.240921,163502
2011-05-13,98.300003,100.199997,98.199997,99.199997,85.403168,70428
2011-05-16,99.300003,99.800003,97.099998,97.349998,83.810478,51364
2011-05-17,97.949997,98.349998,96.150002,96.500000,83.078705,59293
2011-05-18,97.900002,98.000000,95.849998,96.150002,82.777367,54866
2011-05-19,97.900002,97.900002,95.750000,96.000000,82.648232,51848
2011-05-20,96.650002,98.000000,96.300003,97.050003,83.552200,97237
2011-05-23,96.250000,97.199997,95.099998,95.599998,82.303856,51571
2011-05-24,95.750000,96.599998,91.500000,92.050003,79.247612,335306
2011-05-25,92.199997,92.199997,86.849998,87.800003,75.588699,511345
2011-05-26,89.000000,89.500000,85.300003,85.900002,73.952950,270730
2011-05-27,86.000000,88.750000,86.000000,88.300003,76.019165,130352
2011-05-30,88.550003,89.650002,86.449997,86.800003,74.727783,222047
2011-05-31,87.199997,88.250000,86.400002,87.500000,75.330421,330815
2011-06-01,88.000000,92.250000,87.900002,91.599998,78.860191,811505
2011-06-02,91.000000,96.000000,90.150002,93.849998,80.797249,951870
2011-06-03,94.900002,96.300003,93.000000,93.300003,80.323761,244771
2011-06-06,93.000000,94.849998,92.400002,93.050003,80.108521,99419
2011-06-07,93.500000,95.199997,93.199997,94.250000,81.141624,161913
2011-06-08,96.400002,99.349998,95.199997,98.199997,84.542236,1316738
2011-06-09,99.199997,99.199997,96.250000,96.650002,83.207832,267719
2011-06-10,96.699997,97.900002,95.050003,95.800003,82.476051,170573
2011-06-13,95.750000,100.199997,95.099998,99.949997,86.048859,830622
2011-06-14,100.000000,101.400002,99.250000,99.800003,85.919724,409770
2011-06-15,99.900002,101.000000,98.349998,98.650002,84.929665,194717
2011-06-16,97.250000,98.500000,96.750000,97.050003,83.552200,103940
2011-06-17,97.750000,99.449997,96.000000,98.349998,84.671387,273748
2011-06-20,99.000000,99.000000,90.099998,93.300003,80.323761,229085
2011-06-21,94.000000,95.199997,92.000000,92.400002,79.548920,102498
2011-06-22,93.199997,93.800003,90.199997,90.400002,77.827087,116936
2011-06-23,90.699997,92.500000,89.500000,90.699997,78.085350,144820
2011-06-24,92.000000,92.800003,91.199997,91.800003,79.032379,179790
2011-06-27,91.500000,94.150002,90.400002,92.400002,79.548920,224704
2011-06-28,92.400002,93.000000,91.250000,92.650002,79.764160,293483
2011-06-29,93.000000,94.849998,92.500000,93.000000,80.065468,171847
2011-06-30,94.050003,97.000000,92.449997,96.550003,83.121742,572223
2011-07-01,97.849998,99.250000,95.650002,97.849998,84.240921,636338
2011-07-04,98.400002,106.000000,97.800003,104.400002,89.879959,1515242
2011-07-05,105.000000,107.449997,102.500000,102.949997,88.631615,806586
2011-07-06,103.300003,105.000000,102.900002,103.300003,88.932945,242323
2011-07-07,103.849998,106.000000,103.050003,104.800003,90.224319,375797
2011-07-08,105.000000,105.400002,98.300003,100.000000,86.091904,276132
2011-07-11,100.500000,102.449997,99.699997,101.300003,87.211105,226551
2011-07-12,101.750000,101.750000,98.000000,100.250000,86.307129,224654
2011-07-13,101.300003,102.250000,100.750000,101.599998,87.469383,146779
2011-07-14,101.000000,103.800003,100.800003,102.400002,88.158119,187131
2011-07-15,103.000000,103.500000,100.099998,100.849998,86.823692,157827
2011-07-18,100.949997,104.150002,100.550003,103.050003,88.717712,226942
2011-07-19,104.900002,104.900002,102.000000,102.599998,88.330299,238881
2011-07-20,103.800003,103.800003,100.650002,100.949997,86.909775,188347
2011-07-21,101.150002,102.250000,98.500000,99.300003,85.489258,496145
2011-07-22,100.300003,103.250000,100.099998,102.750000,88.459435,201525
2011-07-25,103.000000,106.750000,102.500000,105.400002,90.740891,520460
2011-07-26,105.849998,108.650002,104.150002,104.900002,90.310410,526423
2011-07-27,104.000000,109.000000,104.000000,108.599998,93.495811,736730
2011-07-28,108.000000,108.500000,106.000000,107.750000,92.764046,264844
2011-07-29,107.750000,108.900002,105.000000,106.199997,91.429604,267529
2011-08-01,107.099998,108.650002,106.250000,107.000000,92.118340,111715
2011-08-02,107.000000,107.000000,104.000000,104.599998,90.052139,110860
2011-08-03,103.800003,108.599998,102.900002,107.900002,92.893181,251209
2011-08-04,108.000000,115.300003,108.000000,111.000000,95.562019,1628184
2011-08-05,107.000000,108.449997,102.250000,106.400002,91.601791,772147
2011-08-08,104.000000,108.599998,101.500000,106.400002,91.601791,492418
2011-08-09,102.599998,108.000000,101.300003,102.750000,88.459435,601610
2011-08-10,104.500000,109.650002,101.500000,106.699997,93.683586,1738995
2011-08-11,105.900002,106.400002,101.949997,102.900002,90.347153,669360
2011-08-12,104.000000,104.699997,101.599998,102.250000,89.776443,324404
2011-08-16,103.550003,103.550003,97.500000,98.349998,86.352211,344589
2011-08-17,98.500000,99.000000,94.750000,95.199997,83.586472,371637
2011-08-18,95.949997,95.949997,87.500000,88.699997,77.879425,630487
2011-08-19,88.699997,89.800003,85.550003,87.650002,76.957504,376495
2011-08-22,88.550003,91.599998,87.800003,90.949997,79.854942,367757
2011-08-23,92.000000,92.949997,90.949997,92.150002,80.908554,248705
2011-08-24,93.000000,93.849998,90.550003,91.199997,80.074440,221122
2011-08-25,92.000000,94.250000,89.400002,92.650002,81.347572,334366
2011-08-26,92.599998,93.199997,88.800003,89.500000,78.581825,271919
2011-08-29,90.800003,93.650002,90.050003,93.300003,81.918282,287025
2011-08-30,94.900002,95.500000,92.500000,93.500000,82.093880,233395
2011-09-02,93.349998,94.500000,92.099998,93.099998,81.742661,183416
2011-09-05,92.300003,94.000000,91.199997,91.550003,80.381752,242934
2011-09-06,91.250000,95.050003,91.250000,94.449997,82.927979,400865
2011-09-07,95.000000,95.949997,94.050003,94.349998,82.840179,246910
2011-09-08,95.000000,96.000000,94.300003,94.650002,83.103577,135402
2011-09-09,95.000000,96.800003,93.000000,93.400002,82.006065,358478
2011-09-12,92.000000,92.449997,90.550003,91.000000,79.898834,171855
2011-09-13,92.000000,94.099998,90.050003,91.199997,80.074440,258640
2011-09-14,91.550003,92.650002,91.050003,92.150002,80.908554,92274
2011-09-15,93.000000,93.349998,92.050003,92.750000,81.435356,98956
2011-09-16,92.300003,93.500000,90.449997,91.050003,79.942757,134214
2011-09-19,90.849998,91.949997,90.650002,90.900002,79.811058,99615
2011-09-20,91.300003,92.750000,91.150002,92.050003,80.820763,102235
2011-09-21,92.449997,93.250000,91.849998,92.750000,81.435356,155137
2011-09-22,91.150002,91.650002,85.500000,86.349998,75.816101,493654
2011-09-23,85.500000,88.000000,84.199997,87.150002,76.518509,419989
2011-09-26,87.250000,88.000000,84.750000,86.750000,76.167305,257036
2011-09-27,87.800003,88.750000,87.750000,88.400002,77.616028,113083
2011-09-28,89.000000,89.550003,86.349998,86.650002,76.079506,97584
2011-09-29,87.099998,87.500000,85.099998,85.550003,75.113701,270041
2011-09-30,85.599998,87.050003,85.150002,85.550003,75.113701,153773
2011-10-03,85.699997,86.000000,83.599998,83.949997,73.708878,159137
2011-10-04,84.949997,84.949997,82.400002,83.099998,72.962578,169586
2011-10-05,83.500000,83.800003,80.900002,81.199997,71.294357,149239
2011-10-07,83.099998,83.500000,82.000000,82.599998,72.523560,108020
2011-10-10,83.400002,86.500000,83.099998,85.800003,75.333214,288546
2011-10-11,86.500000,88.900002,86.250000,86.699997,76.123398,248609
2011-10-12,87.000000,89.349998,86.150002,88.199997,77.440414,542246
2011-10-13,89.000000,89.349998,86.699997,86.900002,76.299011,241966
2011-10-14,86.900002,88.250000,86.000000,87.800003,77.089218,152673
2011-10-17,88.500000,90.599998,87.500000,90.099998,79.108643,363629
2011-10-18,90.000000,90.900002,86.849998,87.500000,76.825813,219177
2011-10-19,88.449997,89.000000,85.449997,87.500000,76.825813,199864
2011-10-20,87.500000,87.500000,85.199997,85.599998,75.157600,206679
2011-10-21,86.349998,86.750000,84.500000,84.900002,74.542984,134807
2011-10-24,86.400002,86.750000,84.900002,85.199997,74.806396,107173
2011-10-25,85.949997,87.250000,84.849998,86.800003,76.211212,229574
2011-10-28,89.449997,90.800003,89.099998,89.750000,78.801331,364402
2011-10-31,92.500000,93.050003,91.500000,92.550003,81.259758,540214
2011-11-01,92.000000,93.500000,91.050003,91.550003,80.381752,243091
2011-11-02,91.750000,92.400002,90.449997,91.050003,79.942757,198587
2011-11-03,91.500000,91.800003,89.800003,90.650002,79.591545,201585
2011-11-04,91.449997,91.900002,90.550003,90.849998,79.767143,104680
2011-11-08,90.199997,91.599998,90.199997,90.650002,79.591545,99895
2011-11-09,91.500000,91.500000,88.699997,89.199997,78.318428,119861
2011-11-11,88.800003,89.349998,87.199997,88.150002,77.396523,183129
2011-11-14,89.250000,89.500000,87.000000,87.650002,76.957504,77975
2011-11-15,87.750000,87.750000,85.300003,85.650002,75.201500,85722
2011-11-16,85.500000,86.000000,83.449997,83.750000,73.533287,172382
2011-11-17,83.849998,85.550003,81.300003,82.650002,72.567467,212892
2011-11-18,82.750000,84.500000,81.099998,82.650002,72.567467,125244
2011-11-21,82.750000,83.900002,81.400002,81.800003,71.821159,115146
2011-11-22,82.650002,83.400002,81.900002,82.449997,72.391861,103226
2011-11-23,80.000000,83.000000,80.000000,80.900002,71.030952,110842
2011-11-24,81.099998,83.349998,80.150002,82.599998,72.523560,156910
2011-11-25,82.000000,83.099998,81.099998,81.449997,71.513863,147800
2011-11-28,83.050003,84.050003,82.000000,83.599998,73.401573,89513
2011-11-29,83.750000,86.349998,82.800003,84.000000,73.752785,283611
2011-11-30,85.000000,85.300003,81.500000,83.849998,73.621071,336965
2011-12-01,85.400002,88.400002,84.650002,88.199997,77.440414,315062
2011-12-02,88.699997,92.500000,88.000000,91.400002,80.250046,434289
2011-12-05,91.750000,92.500000,90.000000,90.349998,79.328140,103643
2011-12-07,92.250000,92.250000,89.699997,90.599998,79.547638,78764
2011-12-08,90.800003,91.099998,88.199997,89.449997,78.537926,106917
2011-12-09,88.500000,90.050003,87.599998,89.650002,78.713531,97013
2011-12-12,90.000000,90.750000,86.500000,87.400002,76.738014,85417
2011-12-13,85.000000,89.449997,85.000000,88.699997,77.879425,89504
2011-12-14,87.949997,90.500000,86.650002,87.349998,76.694107,77225
2011-12-15,87.000000,90.400002,85.849998,89.750000,78.801331,201379
2011-12-16,90.000000,90.949997,85.050003,86.349998,75.816101,236829
2011-12-19,85.500000,86.000000,83.500000,84.400002,74.103981,67427
2011-12-20,85.000000,87.199997,84.250000,84.949997,74.586876,111871
2011-12-21,85.300003,87.400002,85.300003,86.449997,75.903900,101424
2011-12-22,86.150002,90.099998,85.750000,89.699997,78.757423,148308
2011-12-23,90.300003,91.449997,88.099998,88.650002,77.835526,145262
2011-12-26,89.000000,89.699997,88.050003,88.699997,77.879425,66398
2011-12-27,88.250000,89.500000,87.500000,88.000000,77.264824,50765
2011-12-28,87.099998,89.449997,86.900002,87.250000,76.606323,63707
2011-12-29,86.250000,90.449997,86.250000,89.900002,78.933037,94835
2011-12-30,90.900002,91.650002,89.000000,90.199997,79.196442,148287
2012-01-02,91.000000,91.750000,89.250000,90.900002,79.811058,101612
2012-01-03,91.500000,94.849998,91.500000,94.550003,83.015778,217321
2012-01-04,95.099998,96.750000,94.150002,95.150002,83.542580,293955
2012-01-05,94.250000,95.199997,92.050003,92.849998,81.523163,146324
2012-01-06,92.650002,94.500000,91.349998,93.750000,82.313370,109755
2012-01-07,null,null,null,null,null,null
2012-01-09,93.000000,94.699997,92.500000,93.099998,81.742661,136599
2012-01-10,93.000000,94.650002,92.750000,93.750000,82.313370,160393
2012-01-11,94.000000,95.300003,92.400002,92.900002,81.567078,157775
2012-01-12,93.000000,95.000000,92.500000,92.800003,81.479256,126015
2012-01-13,93.699997,96.400002,92.800003,94.050003,82.576775,563517
2012-01-16,94.400002,99.150002,93.800003,98.599998,86.571724,555045
2012-01-17,99.400002,100.900002,91.800003,96.900002,85.079102,549106
2012-01-18,97.050003,97.400002,92.050003,93.000000,81.654861,386856
2012-01-19,93.050003,96.199997,93.050003,93.900002,82.445076,423910
2012-01-20,94.500000,96.150002,91.650002,92.650002,81.347572,374457
2012-01-23,91.650002,93.949997,91.500000,92.199997,80.952446,187996
2012-01-24,92.650002,94.150002,92.449997,93.349998,81.962173,309247
2012-01-25,93.949997,96.199997,91.650002,95.349998,83.718178,751073
2012-01-27,96.000000,98.699997,94.099998,97.300003,85.430313,489878
2012-01-30,97.699997,100.349998,96.550003,97.949997,86.001022,818414
2012-01-31,99.300003,108.699997,99.300003,107.750000,94.605515,3431384
2012-02-01,108.000000,112.400002,108.000000,109.150002,95.834724,2174871
2012-02-02,110.449997,113.250000,107.500000,110.050003,96.624924,1771174
2012-02-03,110.000000,119.800003,109.050003,119.150002,104.614815,2443008
2012-02-06,122.400002,122.400002,114.400002,116.199997,102.024681,1332275
2012-02-07,117.699997,117.699997,112.199997,113.650002,99.785759,1159127
2012-02-08,113.650002,119.000000,113.599998,117.949997,103.561195,755508
2012-02-09,117.099998,126.400002,116.900002,123.000000,107.995148,2587956
2012-02-10,124.699997,125.000000,118.099998,119.050003,104.526993,917576
2012-02-13,118.349998,123.400002,116.349998,121.400002,106.590332,993694
2012-02-14,122.400002,123.000000,119.500000,120.599998,105.887917,349301
2012-02-15,121.500000,122.500000,119.099998,120.699997,105.975716,483680
2012-02-16,120.699997,123.599998,117.250000,120.800003,106.063530,743950
2012-02-17,121.599998,122.750000,118.199997,119.150002,104.614815,347247
2012-02-21,119.000000,123.050003,118.900002,120.550003,105.844017,1690321
2012-02-22,119.000000,121.900002,114.599998,116.699997,102.463676,468405
2012-02-23,117.800003,122.300003,116.000000,119.800003,105.185524,1262014
2012-02-24,120.900002,121.699997,118.099998,119.449997,104.878204,408449
2012-02-27,119.000000,119.699997,112.000000,113.300003,99.478455,346150
2012-02-28,114.500000,121.900002,114.050003,120.250000,105.580627,614257
2012-02-29,121.900002,128.699997,121.699997,125.550003,110.234070,2544899
2012-03-01,126.000000,126.349998,120.400002,123.150002,108.126846,514279
2012-03-02,124.050003,124.150002,119.500000,120.349998,105.668419,466560
2012-03-03,null,null,null,null,null,null
2012-03-05,120.150002,122.699997,115.099998,116.099998,101.936874,283807
2012-03-06,115.000000,119.900002,113.400002,113.750000,99.873566,436311
2012-03-07,113.900002,117.500000,112.550003,115.449997,101.366173,544750
2012-03-09,116.949997,118.900002,116.650002,117.849998,103.473396,268801
2012-03-12,118.000000,118.800003,116.349998,116.900002,102.639290,117288
2012-03-13,117.500000,119.699997,117.150002,118.000000,103.605095,600075
2012-03-14,119.199997,123.400002,118.800003,120.400002,105.712334,1102283
2012-03-15,121.300003,121.300003,115.250000,115.849998,101.717384,427773
2012-03-16,116.500000,116.699997,112.199997,112.949997,99.171150,622757
2012-03-19,113.099998,115.300003,108.300003,109.900002,96.493225,376303
2012-03-20,109.000000,113.599998,109.000000,112.750000,98.995552,290570
2012-03-21,113.449997,115.500000,113.000000,114.400002,100.444267,311551
2012-03-22,114.400002,117.900002,108.699997,110.949997,97.415123,589572
2012-03-23,111.849998,114.050003,109.849998,112.449997,98.732132,355416
2012-03-26,113.199997,113.199997,108.250000,108.599998,95.351807,486943
2012-03-27,109.800003,111.500000,108.050003,109.849998,96.449318,280110
2012-03-28,110.349998,111.900002,109.349998,110.099998,96.668831,789391
2012-03-29,109.300003,110.500000,106.400002,108.699997,95.439606,271079
2012-03-30,108.900002,112.500000,108.000000,112.050003,98.380936,206320
2012-04-02,111.900002,118.000000,111.900002,115.349998,101.278374,654787
2012-04-03,117.550003,120.000000,116.500000,118.500000,104.044090,602554
2012-04-04,119.900002,120.300003,117.099998,117.650002,103.297791,377622
2012-04-09,117.199997,118.599998,115.949997,116.849998,102.595390,202346
2012-04-10,117.449997,118.699997,112.000000,117.550003,103.209991,219185
2012-04-11,115.800003,120.900002,115.800003,118.199997,103.780701,650683
2012-04-12,119.300003,122.300003,118.750000,120.949997,106.195213,413815
2012-04-13,121.550003,122.349998,116.199997,117.150002,102.858803,489168
2012-04-16,117.500000,119.400002,116.300003,118.699997,104.219696,176563
2012-04-17,117.500000,119.900002,117.099998,118.849998,104.351410,181568
2012-04-18,117.099998,121.000000,117.000000,119.300003,104.746506,339824
2012-04-19,119.800003,124.849998,118.699997,124.050003,108.917068,990609
2012-04-20,124.550003,125.800003,120.250000,121.599998,106.765923,709863
2012-04-23,123.400002,123.500000,116.750000,117.199997,102.902695,515862
2012-04-24,117.500000,119.400002,116.500000,118.550003,104.088013,186142
2012-04-25,119.000000,119.400002,115.500000,116.449997,102.244179,261772
2012-04-26,116.750000,117.550003,114.550003,115.449997,101.366173,397716
2012-04-27,116.150002,117.699997,114.599998,115.800003,101.673477,196006
2012-04-30,116.699997,117.699997,115.599998,117.000000,102.727089,116038
2012-05-02,118.000000,120.650002,116.599998,119.349998,104.790405,379255
2012-05-03,119.000000,120.349998,117.050003,117.599998,103.253883,232625
2012-05-04,119.199997,119.199997,113.349998,114.449997,100.488167,268864
2012-05-07,117.500000,117.500000,111.599998,116.349998,102.156387,237279
2012-05-08,116.500000,117.199997,112.099998,113.000000,99.215050,203815
2012-05-09,112.599998,114.449997,109.800003,110.400002,96.932220,256190
2012-05-10,111.000000,113.199997,111.000000,112.500000,98.776047,289510
2012-05-11,112.349998,112.349998,106.300003,108.300003,95.088409,359128
2012-05-14,109.000000,109.000000,102.000000,103.099998,90.522758,322537
2012-05-15,102.500000,106.300003,100.000000,104.900002,92.103172,409862
2012-05-16,102.949997,108.949997,101.250000,107.949997,94.781097,460962
2012-05-17,109.000000,110.199997,106.099998,107.400002,94.298195,281387
2012-05-18,105.650002,107.000000,104.599998,105.500000,92.629982,208921
